ID,Estimated Speedup,Function Name,Demangled Name,"Duration""""(6.62212e+08)","Runtime Improvement""""(2.17447e+08)",Compute Throughput,Memory Throughput,# Registers,Grid Size,Block Size
951,29.79,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x128_32x3_nhwc_unity_stride_align8>(T1::Params),0.95,0.28,65.73,76.38,241,"  688,    1,    1","  128,    1,    1"
17,67.20,_5x_cudnn_ampere_fp16_scudnn_fp16_128x32_relu_small_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x32_relu_small_nn_v1,0.95,0.64,69.28,47.87,128,"  688,    2,    1","   64,    1,    1"
345,25.19,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage6_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage6_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.93,0.24,32.06,74.81,124,"   16,    6,    1","  128,    1,    1"
349,24.69,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage6_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage6_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.93,0.23,31.98,75.31,124,"   16,    6,    1","  128,    1,    1"
11,44.14,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,0.92,0.40,67.20,42.29,160,"  688,    1,    1","  128,    1,    1"
9,38.13,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_xregs_large_nn_v1,0.91,0.35,67.14,42.26,160,"  688,    1,    1","  128,    1,    1"
120,20.89,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.90,0.19,54.35,79.11,38," 2750,    2,    1","  256,    1,    1"
86,20.82,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.90,0.19,54.40,79.18,38," 2750,    2,    1","  256,    1,    1"
99,20.75,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.90,0.19,54.44,79.25,38," 2750,    2,    1","  256,    1,    1"
535,52.71,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8>(T1::Params),0.90,0.47,48.02,76.76,128,"   24,    8,    1","  128,    1,    1"
104,20.55,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.90,0.18,54.43,79.45,38," 2750,    2,    1","  256,    1,    1"
357,28.19,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,0.90,0.25,33.36,71.81,124,"   16,    6,    1","  128,    1,    1"
54,20.16,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.90,0.18,54.42,79.84,38," 2750,    2,    1","  256,    1,    1"
531,53.51,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x64_64x5_nhwc_align8>(T1::Params),0.90,0.48,48.28,77.16,128,"   24,    8,    1","  128,    1,    1"
360,26.79,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.96,40.89,38,"    1,   16, 1024","  256,    1,    1"
613,26.76,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.86,40.86,38,"    1,   16, 1024","  256,    1,    1"
569,26.21,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.23,73.33,40.03,38,"    1,   16, 1024","  256,    1,    1"
352,26.20,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.23,73.32,40.01,38,"    1,   16, 1024","  256,    1,    1"
529,26.89,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.24,41.03,38,"    1,   16, 1024","  256,    1,    1"
328,26.81,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.02,40.93,38,"    1,   16, 1024","  256,    1,    1"
348,26.89,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.25,41.05,38,"    1,   16, 1024","  256,    1,    1"
625,26.77,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.90,40.86,38,"    1,   16, 1024","  256,    1,    1"
601,26.84,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.10,40.98,38,"    1,   16, 1024","  256,    1,    1"
392,26.76,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.88,40.86,38,"    1,   16, 1024","  256,    1,    1"
380,26.89,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.24,41.03,38,"    1,   16, 1024","  256,    1,    1"
376,26.86,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.17,41.01,38,"    1,   16, 1024","  256,    1,    1"
340,26.74,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.82,40.83,38,"    1,   16, 1024","  256,    1,    1"
372,26.89,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.23,41.03,38,"    1,   16, 1024","  256,    1,    1"
332,26.76,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.88,40.85,38,"    1,   16, 1024","  256,    1,    1"
585,26.85,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.12,40.97,38,"    1,   16, 1024","  256,    1,    1"
545,26.93,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.36,41.11,38,"    1,   16, 1024","  256,    1,    1"
537,26.91,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.28,41.08,38,"    1,   16, 1024","  256,    1,    1"
368,26.91,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.30,41.07,38,"    1,   16, 1024","  256,    1,    1"
400,26.78,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.94,40.89,38,"    1,   16, 1024","  256,    1,    1"
364,26.78,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.93,40.89,38,"    1,   16, 1024","  256,    1,    1"
344,26.79,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,74.95,40.91,38,"    1,   16, 1024","  256,    1,    1"
388,26.89,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.23,41.05,38,"    1,   16, 1024","  256,    1,    1"
609,26.84,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.10,40.97,38,"    1,   16, 1024","  256,    1,    1"
384,26.91,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.29,41.08,38,"    1,   16, 1024","  256,    1,    1"
553,26.88,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.21,41.04,38,"    1,   16, 1024","  256,    1,    1"
605,26.86,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.16,41.00,38,"    1,   16, 1024","  256,    1,    1"
557,26.85,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.13,40.99,38,"    1,   16, 1024","  256,    1,    1"
593,26.05,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.23,72.89,39.78,38,"    1,   16, 1024","  256,    1,    1"
581,26.14,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.23,73.13,39.90,38,"    1,   16, 1024","  256,    1,    1"
404,26.74,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.23,74.81,40.83,38,"    1,   16, 1024","  256,    1,    1"
561,26.88,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.24,75.22,41.05,38,"    1,   16, 1024","  256,    1,    1"
541,26.12,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.88,0.23,73.08,39.86,38,"    1,   16, 1024","  256,    1,    1"
747,53.46,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_analytic_f16_128x128_32x3_nhwc_align8>(T1::Params),0.86,0.46,46.17,43.54,255,"  172,    1,    1","  128,    1,    1"
743,53.63,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_analytic_f16_128x128_32x3_nhwc_align8>(T1::Params),0.85,0.46,46.16,43.54,255,"  172,    1,    1","  128,    1,    1"
819,42.19,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,0.83,0.35,47.93,74.46,221,"    2,  176,    1","  128,    1,    1"
898,19.76,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.83,0.16,64.56,84.68,40," 2750,    2,    1","  256,    1,    1"
914,19.76,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.83,0.16,64.43,84.83,40," 2750,    2,    1","  256,    1,    1"
42,36.93,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,0.83,0.30,48.37,86.18,160,"    1,  688,    1","  128,    1,    1"
46,36.98,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,0.82,0.30,44.36,79.12,160,"    1,  688,    1","  128,    1,    1"
930,19.75,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.82,0.16,64.53,85.26,40," 2750,    2,    1","  256,    1,    1"
39,19.77,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.82,0.16,64.33,85.58,40," 2750,    2,    1","  256,    1,    1"
827,42.64,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,0.82,0.35,48.17,75.24,221,"    2,  176,    1","  128,    1,    1"
35,19.74,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.82,0.16,64.37,86.37,40," 2750,    2,    1","  256,    1,    1"
603,27.56,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_64x256_32x4_nhwc_align8>(T1::Params),0.81,0.22,66.55,81.52,254,"   24,    2,    1","  128,    1,    1"
13,45.04,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,0.81,0.37,72.48,46.07,128,"  688,    1,    1","  128,    1,    1"
15,45.09,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_medium_nn_v1,0.81,0.37,72.43,46.02,128,"  688,    1,    1","  128,    1,    1"
108,19.77,nchwToNhwcKernel,"void engines_precompiled::nchwToNhwcKernel<__half, __half, float, 0, 1, 0>(engines_precompiled::nchw2nhwc_params_t<T3>, const T1 *, T2 *)",0.80,0.16,54.35,89.23,38," 2750,    2,    1","  256,    1,    1"
5,44.35,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_small_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_small_nn_v1,0.80,0.35,72.61,46.84,128,"  688,    1,    1","  128,    1,    1"
7,44.95,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_small_nn_v1,_5x_cudnn_ampere_fp16_scudnn_fp16_128x64_relu_small_nn_v1,0.80,0.36,72.28,46.63,128,"  688,    1,    1","  128,    1,    1"
296,23.57,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize64x128x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.80,0.19,49.40,89.67,154,"    4,   22,    1","  128,    1,    1"
1223,24.95,gemv2N_kernel,"void gemv2N_kernel<int..__half, __half, __half, float, 128, 1, 4..0, cublasGemvParamsEx..cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched..__half>, cublasGemvTensorStridedBatched<__half..T13)",0.79,0.20,42.44,75.05,47," 2747,    1,    1","  128,    1,    1"
1245,49.57,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,sm80_xmma_fprop_implicit_gemm_indexed_wo_smem_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x32x64_stage1_warpsize4x1x1_g1_tensor16x8x16_alignc2_execute_kernel__5x_cudnn,0.78,0.39,45.83,64.34,148,"    1, 2747,    1","  128,    1,    1"
787,64.19,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_256x64_32x4_nhwc_align8>(T1::Params),0.78,0.50,55.04,70.63,248,"   88,    2,    1","  128,    1,    1"
941,30.86,bn_fw_inf_1C11_kernel_NCHW,"void cudnn::bn_fw_inf_1C11_kernel_NCHW<__half, float, 1, 1>(T2, T2, cudnnTensorStruct, const T1 *, cudnnTensorStruct, T1 *, cudnnTensorStruct, const T2 *, const T2 *, const T2 *, const T2 *, T2)",0.78,0.24,36.52,69.14,20,"   64,    1,    1","  512,    1,    1"
1097,22.83,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.78,0.18,63.69,59.39,40,"10988,    1,    1","  256,    1,    1"
1069,19.91,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.15,63.70,59.75,40,"10988,    1,    1","  256,    1,    1"
693,48.30,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_analytic_f16_128x128_32x3_nhwc_align8>(T1::Params),0.77,0.37,51.70,45.27,255,"   44,    2,    1","  128,    1,    1"
878,19.79,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.15,64.61,91.16,40," 2750,    2,    1","  256,    1,    1"
1105,22.76,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.18,63.69,60.01,40,"10988,    1,    1","  256,    1,    1"
697,48.22,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_analytic_f16_128x128_32x3_nhwc_align8>(T1::Params),0.77,0.37,51.78,45.32,255,"   44,    2,    1","  128,    1,    1"
1024,19.89,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.15,65.79,60.31,40,"10988,    1,    1","  256,    1,    1"
1125,20.79,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.16,69.03,60.09,40,"10988,    1,    1","  256,    1,    1"
1032,19.85,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.15,65.75,60.45,40,"10988,    1,    1","  256,    1,    1"
1073,22.76,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.77,0.17,63.55,60.38,40,"10988,    1,    1","  256,    1,    1"
1113,22.81,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.76,0.17,63.50,60.38,40,"10988,    1,    1","  256,    1,    1"
1053,23.40,nhwcToNchwKernel,"void engines_precompiled::nhwcToNchwKernel<__half, __half, float, 1, 0, 0>(engines_precompiled::nhwc2nchw_params_t<T3>, const T1 *, T2 *)",0.76,0.18,63.60,60.36,40,"10988,    1,    1","  256,    1,    1"
795,46.11,Kernel,void cutlass__5x_cudnn::Kernel<cutlass_tensorop_f16_s16816dgrad_optimized_f16_128x64_64x3_nhwc_align8>(T1::Params),0.76,0.35,53.29,68.53,202,"  172,    2,    1","  128,    1,    1"
122,21.78,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_execute_kernel__5x_cudnn,0.76,0.16,51.46,86.96,162,"    2,  172,    1","  128,    1,    1"
316,23.62,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,sm86_xmma_fprop_implicit_gemm_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage4_warpsize2x2x1_g1_tensor16x8x16_t1r3s3_execute_kernel__5x_cudnn,0.76,0.18,49.68,94.69,160,"    8,   11,    1","  128,    1,    1"
811,47.07,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,0.74,0.35,53.58,83.06,157,"    2,  176,    1","  128,    1,    1"
763,43.09,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,0.74,0.32,56.91,47.50,228,"    1,   92,    1","  256,    1,    1"
755,42.31,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,sm80_xmma_dgrad_implicit_gemm_indexed_f16f16_f16f32_f32_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2x1_g1_tensor16x8x16_strided_execute_kernel__5x_cudnn,0.74,0.31,57.69,47.35,228,"    1,   92,    1","  256,    1,    1"
870,19.86,foldedNhwcToNchwKernel,"void foldedNhwcToNchwKernel<__half, __half, float, 1, 0>(int..int..int, int, int, const T1 *, T2 *, int, int, int, int, int..int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.74,0.15,67.36,32.01,22," 2750,    2,    1","   32,    8,    1"
862,19.82,foldedNhwcToNchwKernel,"void foldedNhwcToNchwKernel<__half, __half, float, 1, 0>(int..int..int, int, int, const T1 *, T2 *, int, int, int, int, int..int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.74,0.15,67.32,32.09,22," 2750,    2,    1","   32,    8,    1"
926,19.89,foldedNhwcToNchwKernel,"void foldedNhwcToNchwKernel<__half, __half, float, 1, 0>(int..int..int, int, int, const T1 *, T2 *, int, int, int, int, int..int, int, int, int, T3, T3, cudnn::reduced_divisor, cudnn::reduced_divisor, cudnn::reduced_divisor..",0.74,0.15,67.42,32.09,22," 2750,    2,    1","   32,    8,    1"
